PokemonIndex,pokemonName,pokemonDescription,pokemonType1,pokemonType2,maxHp,attack,defence,spAttack,spDefence,speed,learnableSkills
623,골루그,,Ground,Ghost,89,124,80,55,80,55,1:진흙뿌리기|1:막치기|1:놀래키기|12:섀도펀치|20:나이트헤드|28:철벽|36:섀도볼|46:고스트다이브|58:지진
624,자망칼,,Dark,Steel,45,85,70,40,40,60,1:할퀴기|5:연속자르기|15:트집|25:승부굳히기|35:베어가르기|45:철벽|55:아이언헤드|65:가위자르기
625,절각참,,Dark,Steel,65,125,100,60,70,70,1:할퀴기|1:연속자르기|1:메탈버스트|20:겁나는얼굴|30:금속음|40:깜짝베기|50:원수갚기|64:칼춤
626,버프론,,Normal,,95,110,95,40,95,55,1:몸통박치기|1:따라가때리기|10:마구찌르기|20:겁나는얼굴|30:기사회생|40:아프로브레이크|50:메가폰
627,수리둥보,,Normal,Flying,70,83,50,37,50,60,1:째려보기|6:손톱갈기|18:순풍|30:제비반환|42:날려버리기|55:에어슬래시|66:난동부리기
628,워글,,Normal,Flying,100,123,75,57,75,80,0:엄청난힘|1:날개치기|1:쪼기|1:손톱갈기|24:겁나는얼굴|36:베어가르기|48:브레이크크루|64:안개제거
629,벌차이,,Dark,Flying,70,55,75,45,65,60,1:바람일으키기|6:부추기기|18:순풍|30:철벽|42:에어슬래시|54:나쁜음모|66:헤롱헤롱
630,버랜지나,,Dark,Flying,110,65,105,55,95,80,0:본러쉬|1:째려보기|1:불새|1:쪼아대기|24:탁쳐서떨구기|36:날려버리기|48:악의파동|64:안개제거|80:브레이브버드
631,앤티골,,Fire,,85,97,66,105,66,65,1:몸통박치기|5:마구할퀴기|15:벌레먹음|20:토해내기|25:베어가르기|35:불꽃채찍|45:망각술|55:연옥
632,아이앤트,,Bug,Steel,58,109,112,48,48,109,1:모래뿌리기|4:찝기|12:집단구타|20:물기|28:구멍파기|36:깨물어부수기|44:아이언헤드|52:철벽
633,모노두,,Dark,Dragon,52,65,50,45,50,38,1:몸통박치기|4:용의숨결|12:울부짖기|20:박치기|28:힘껏치기|36:겁나는얼굴|44:누르기|52:드래곤다이브|60:역린
634,디헤드,,Dark,Dragon,72,85,70,65,70,58,1:몸통박치기|1:기충전|1:더블어택|16:승부굳히기|24:분발|32:깨물어부수기|40:용의파동|48:하이퍼보이스|60:나쁜음모
635,삼삼드래,,Dark,Dragon,92,105,90,125,90,98,1:몸통박치기|1:기충전|1:용의숨결|12:울부짖기|20:박치기|28:힘껏치기|36:겁나는얼굴|44:누르기|54:드래곤다이브|68:역린
636,활화르바,,Bug,Fire,55,85,55,50,55,60,1:불꽃세례|6:니트로차지|18:화염자동차|30:싫은소리|42:벌레의야단법석|54:망각술|66:플레어드라이브
637,불카모스,,Bug,Fire,85,60,65,135,105,100,0:나비춤|1:날려버리기|1:이판사판태클|1:실뿜기|1:플레어드라이브|1:벌레의저항|18:화염자동차|30:싫은소리|42:벌레의야단법석|54:망각술|70:불대문자
638,코바르온,,Steel,Fighting,91,90,129,90,72,108,1:째려보기|1:도우미|7:메탈크로우|21:두번치기|35:메탈버스트|49:성스러운칼|63:아이언헤드
639,테라키온,,Rock,Fighting,91,129,90,72,90,108,1:째려보기|1:도우미|7:떨어뜨리기|21:두번치기|35:스톤샤워|49:성스러운칼|63:스톤에지
640,비리디온,,Grass,Fighting,91,90,72,90,129,108,1:돌진|1:전광석화|1:분발|14:퍼스트가드|28:원수갚기|42:돌진|56:칼춤|70:인파이트
641,토네로스,,Flying,,79,115,70,125,80,111,1:바람일으키기|5:째려보기|15:물기|25:고속이동|35:에어슬래시|45:신통력|55:암해머|65:폭풍|77:찬바람폭풍
642,볼트로스,,Electric,Flying,79,115,70,125,80,111,1:전기쇼크|5:째려보기|15:물기|25:고속이동|31:회복봉인|40:깨물어부수기|50:소란피기|60:비바라기|70:난동부리기
643,레시라무,,Dragon,Fire,100,120,100,150,120,90,1:용의숨결|1:불꽃엄니|8:베어가르기|24:신통력|40:화염방사|56:하이퍼보이스|72:봉인|88:푸른불꽃
644,제크로무,,Dragon,Electric,100,150,120,120,100,90,1:용의숨결|1:번개엄니|8:베어가르기|24:사념의박치기|40:10만볼트|56:하이퍼보이스|72:봉인|88:뇌격
645,랜드로스,,Ground,Flying,89,125,90,115,80,101,1:모래지옥|5:째려보기|15:땅고르기|30:봉인|40:대지의힘|50:스톤에지|60:모래바람|70:역린|80:열사의폭풍
646,큐레무,,Dragon,Ice,125,130,90,130,90,95,1:용의숨결|1:부르짖기|8:베어가르기|24:용의파동|40:하이퍼보이스|56:눈보라|72:역린|88:절대영도
647,케르디오,,Water,Fighting,91,72,90,129,90,108,1:째려보기|1:아쿠아제트|1:신비의칼|14:퍼스트가드|28:원수갚기|42:돌진|56:칼춤|70:인파이트
648,메로엣타,,Normal,Psychic,100,77,77,128,128,90,1:노래하기|1:전광석화|21:흔들흔들댄스|31:환상빔|43:유턴|57:사이코키네시스|71:역할|85:멸망의노래
649,게노세크트,,Bug,Steel,71,120,95,120,95,99,1:전광석화|7:싫은소리|21:마지막일침|35:금속음|49:전자부유|63:심플빔|77:록온|91:자폭
