PokemonIndex,pokemonName,pokemonDescription,pokemonType1,pokemonType2,maxHp,attack,defence,spAttack,spDefence,speed,ExpYield,GrowthRate,CatchRate,LearnableSkills
91,파르셀,,Water,Ice,50,95,180,85,45,70,184,Slow,60,0:고드름침|1:몸통박치기|1:째려보기|1:초음파|1:물대포|1:하이드로펌프|1:냉동빔|1:오로라빔|1:껍질에숨기|1:방어|1:압정뿌리기|1:바다회오리|1:철벽|1:독압정|1:얼음뭉치|1:껍질깨기|1:고드름떨구기|5:셸블레이드
92,고오스,,Ghost,Poison,30,35,30,100,35,80,62,MediumSlow,190,1:이상한빛|1:핥기|1:용해액|4:최면술|8:검은눈빛|12:보복|16:원한|20:저주|24:병상첨병|28:나이트헤드|32:기습|36:악의파동|40:섀도볼|44:길동무|48:꿈먹기
93,고우스트,,Ghost,Poison,45,50,45,115,55,95,142,MediumSlow,90,0:섀도펀치|1:최면술|1:이상한빛|1:핥기|1:용해액|1:검은눈빛|12:보복|16:원한|20:저주|24:병상첨병|30:나이트헤드|36:기습|42:악의파동|48:섀도볼|54:길동무|60:꿈먹기
94,팬텀,,Ghost,Poison,60,65,60,130,75,110,250,MediumSlow,45,1:최면술|1:이상한빛|1:핥기|1:용해액|1:멸망의노래|1:검은눈빛|1:섀도펀치|1:미러타입|12:보복|16:원한|20:저주|24:병상첨병|30:나이트헤드|36:기습|42:악의파동|48:섀도볼|54:길동무|60:꿈먹기
95,롱스톤,,Rock,Ground,35,45,160,30,45,70,77,MediumFast,45,1:조이기|1:몸통박치기|1:돌떨구기|1:단단해지기|1:흙놀이|4:떨어뜨리기|8:록커트|12:용의숨결|16:저주|20:스톤샤워|22:자이로볼|24:싫은소리|28:모래지옥|32:스텔스록|36:힘껏치기|40:모래바람|44:구멍파기|48:아이언테일|52:스톤에지|56:이판사판태클
96,슬리프,,Psychic,,60,48,45,43,90,42,66,MediumFast,190,1:막치기|1:최면술|5:사슬묶기|9:염동력|13:박치기|17:독가스|21:환상빔|25:자기암시|29:사념의박치기|33:뽐내기|37:사이코키네시스|41:나쁜음모|45:사이코쇼크|49:미래예지
97,슬리퍼,,Psychic,,85,73,70,73,115,67,169,MediumFast,75,1:막치기|1:사슬묶기|1:염동력|1:최면술|1:바꿔치기|1:악몽|13:박치기|17:독가스|21:환상빔|25:자기암시|32:사념의박치기|37:뽐내기|42:사이코키네시스|47:나쁜음모|51:사이코쇼크|56:미래예지
98,크랩,,Water,,30,105,90,25,25,50,65,MediumFast,225,1:째려보기|1:물대포|1:흙놀이|4:단단해지기|8:메탈크로우|12:머드숏|16:방어|20:거품광선|24:짓밟기|29:바둥바둥|32:셸블레이드|36:힘껏치기|40:칼춤|44:찝게햄머|48:가위자르기
99,킹크랩,,Water,,55,130,115,50,50,75,166,MediumFast,60,1:째려보기|1:물대포|1:단단해지기|1:메탈크로우|1:암해머|1:와이드가드|1:흙놀이|12:머드숏|16:방어|20:거품광선|24:짓밟기|31:바둥바둥|36:셸블레이드|42:힘껏치기|48:칼춤|54:찝게햄머|60:가위자르기
100,찌리리공,,Electric,,40,30,50,55,55,100,66,MediumFast,190,1:몸통박치기|1:충전|4:전기쇼크|6:괴전파|9:스파크|11:구르기|13:싫은소리|16:차지빔|20:스피드스타|22:일렉트릭볼|26:자폭|29:빛의장막|34:전자부유|37:방전|41:대폭발|46:자이로볼|50:미러코트
101,붐볼,,Electric,,60,50,70,80,80,140,172,MediumFast,60,1:몸통박치기|1:전기쇼크|1:충전|1:괴전파|1:자기장조작|9:스파크|11:구르기|13:싫은소리|16:차지빔|20:스피드스타|22:일렉트릭볼|26:자폭|29:빛의장막|36:전자부유|41:방전|47:대폭발|54:자이로볼|58:미러코트
102,아라리,,Grass,Psychic,60,40,80,60,45,40,65,Slow,90,1:흡수|1:최면술|1:구슬던지기|5:리플렉터|10:씨뿌리기|15:메가드레인|20:염동력|25:광합성|30:기관총|35:기가드레인|40:신통력|45:소란피기|50:고민씨|55:솔라빔
103,나시,,Grass,Psychic,95,95,85,125,65,55,186,Slow,45,0:짓밟기|1:성장|1:구슬던지기|1:씨폭탄|1:사이코쇼크|1:우드해머|1:리프스톰|1:메가드레인|1:염동력|1:광합성|1:기관총|1:기가드레인|1:신통력|1:소란피기|1:고민씨|1:솔라빔|1:흡수|1:최면술|1:리플렉터|1:씨뿌리기
104,탕구리,,Ground,,50,50,95,40,50,35,64,MediumFast,190,1:울음소리|1:진흙뿌리기|4:꼬리흔들기|8:칼등치기|12:박치기|16:원수갚기|20:내던지기|24:분함의발구르기|29:본러쉬|32:기충전|36:죽기살기|40:뼈다귀부메랑|44:난동부리기|48:이판사판태클
105,텅구리,,Ground,,60,80,110,50,80,45,149,MediumFast,75,1:꼬리흔들기|1:울음소리|1:진흙뿌리기|1:칼등치기|1:뼈다귀치기|12:박치기|16:원수갚기|20:내던지기|24:분함의발구르기|31:본러쉬|36:기충전|42:죽기살기|48:뼈다귀부메랑|54:난동부리기|60:이판사판태클
106,시라소몬,,Fighting,,50,120,53,35,110,87,159,MediumFast,45,0:깨트리다|1:몸통박치기|1:기충전|1:속이다|1:도우미|1:페인트|1:로킥|1:점프킥|1:돌려차기|1:마하펀치|1:고속스핀|4:두번치기|8:안다리걸기|12:버티기|16:기습|21:와이드가드|24:브레이즈킥|28:페인트|32:메가톤킥|36:인파이트|40:기사회생|44:무릎차기|50:-
107,홍수몬,,Fighting,,50,105,79,35,110,76,159,MediumFast,45,0:드레인펀치|1:몸통박치기|1:기충전|1:속이다|1:도우미|1:페인트|1:따라가때리기|1:연속펀치|1:로킥|1:고속스핀|4:마하펀치|8:진공파|12:판별|16:불릿펀치|21:퍼스트가드|24:번개펀치|24:냉동펀치|24:불꽃펀치|28:고속이동|32:메가톤펀치|36:인파이트|40:카운터|44:힘껏펀치
108,내루미,,Normal,,90,55,75,60,75,30,77,MediumFast,45,1:웅크리기|1:핥기|1:몸통박치기|6:잠자기|12:초음파|18:김밥말이|24:사슬묶기|30:짓밟기|32:구르기|36:탁쳐서떨구기|42:싫은소리|48:힘껏치기|54:파워휩|60:배북
109,또가스,,Poison,,40,65,95,60,45,35,68,MediumFast,190,1:몸통박치기|1:독가스|4:스모그|8:연막|12:클리어스모그|16:승부굳히기|20:오물공격|24:흑안개|28:자폭|32:오물폭탄|36:맹독|40:트림|44:대폭발|48:추억의선물|52:길동무
110,또도가스,,Poison,,65,90,120,85,70,60,172,MediumFast,60,0:더블어택|1:몸통박치기|1:연막|1:스모그|1:독가스|1:열풍|12:클리어스모그|16:승부굳히기|20:오물공격|24:흑안개|28:자폭|32:오물폭탄|38:맹독|44:트림|50:대폭발|56:추억의선물|62:길동무
111,뿔카노,,Ground,Rock,80,85,95,30,30,25,69,Slow,120,1:몸통박치기|1:꼬리흔들기|5:떨어뜨리기|10:땅고르기|15:뿔찌르기|20:겁나는얼굴|25:짓밟기|30:락블레스트|35:드릴라이너|40:돌진|45:지진|50:스톤에지|55:메가폰|60:뿔드릴
112,코뿌리,,Ground,Rock,105,130,120,45,45,40,170,Slow,60,0:암해머|1:몸통박치기|1:꼬리흔들기|1:떨어뜨리기|1:땅고르기|15:뿔찌르기|20:겁나는얼굴|25:짓밟기|30:락블레스트|35:드릴라이너|40:돌진|47:지진|54:스톤에지|61:메가폰|68:뿔드릴
113,럭키,,Normal,,250,5,5,35,105,50,395,Fast,30,1:막치기|1:웅크리기|1:천사의키스|1:애교부리기|1:탐내다|1:흉내쟁이|1:차밍보이스|4:꼬리흔들기|8:에코보이스|12:생명의물방울|16:노래하기|20:내던지기|24:돌진|28:치유의파동|32:도우미|36:빛의장막|40:이판사판태클|44:알낳기|48:뒀다쓰기|52:치유소원
114,덩쿠리,,Grass,,65,55,115,100,40,60,87,MediumFast,45,1:조이기|1:흡수|1:휘감기|4:저리가루|8:성장|12:메가드레인|16:덩굴채찍|20:독가루|24:더블어택|28:탁쳐서떨구기|32:기가드레인|34:원시의힘|36:수면가루|40:힘껏치기|44:간지르기|48:파워휩|52:뿌리박기|56:그래스필드
115,캥카,,Normal,,105,95,80,40,80,90,172,MediumFast,45,1:막치기|1:꼬리흔들기|1:연속펀치|4:울음소리|8:속이다|12:물기|16:짓밟기|20:기충전|24:박치기|28:기습|32:더블어택|36:깨물어부수기|40:버티기|44:기사회생|48:역린|52:뒀다쓰기
116,쏘드라,,Water,,30,40,70,70,25,60,59,MediumFast,225,1:째려보기|1:물대포|5:연막|10:회오리|15:기충전|20:용의숨결|25:거품광선|30:고속이동|35:예민해지기|40:용의파동|45:하이드로펌프|50:용의춤|55:비바라기
117,시드라,,Water,,55,65,95,95,45,85,154,MediumFast,75,1:째려보기|1:물대포|1:연막|1:회오리|15:기충전|20:용의숨결|25:거품광선|30:고속이동|37:예민해지기|44:용의파동|51:하이드로펌프|58:용의춤|65:비바라기
118,콘치,,Water,,45,67,60,35,50,63,64,MediumFast,225,1:꼬리흔들기|1:쪼기|1:물놀이|5:초음파|10:물의파동|15:뿔찌르기|20:고속이동|25:아쿠아링|30:바둥바둥|35:폭포오르기|40:물붓기|45:메가폰|50:뿔드릴
119,왕콘치,,Water,,80,92,65,65,80,68,158,MediumFast,60,1:꼬리흔들기|1:초음파|1:물놀이|1:쪼기|1:물의파동|15:뿔찌르기|20:고속이동|25:아쿠아링|30:바둥바둥|37:폭포오르기|44:물붓기|51:메가폰|58:뿔드릴
120,별가사리,,Water,,30,45,55,70,55,85,68,Slow,225,1:몸통박치기|1:단단해지기|4:물대포|8:이상한빛|12:고속스핀|16:작아지기|20:스피드스타|24:환상빔|28:소금물|32:빛의장막|36:파워젬|40:사이코키네시스|44:파도타기|48:HP회복|52:코스믹파워|56:하이드로펌프
121,아쿠스타,,Water,Psychic,60,75,85,100,85,115,182,Slow,60,1:몸통박치기|1:물대포|1:하이드로펌프|1:파도타기|1:환상빔|1:사이코키네시스|1:HP회복|1:단단해지기|1:작아지기|1:이상한빛|1:빛의장막|1:스피드스타|1:스포트라이트|1:고속스핀|1:코스믹파워|1:소금물|1:파워젬
122,마임맨,,Psychic,Fairy,40,45,65,100,120,90,161,MediumFast,45,1:막치기|1:간지르기|1:바톤터치|1:앵콜|1:흉내쟁이|1:파워스웹|1:가드스웹|1:와이드가드|1:퍼스트가드|1:배리어|12:염동력|16:역할|20:방어|24:리사이클|28:환상빔|32:흉내내기|36:빛의장막|36:리플렉터|36:신비의부적|40:기습|44:매지컬샤인|48:사이코키네시스|52:흔들흔들댄스
123,스라크,,Bug,Flying,70,110,80,55,80,105,100,MediumFast,45,1:째려보기|1:전광석화|4:연속자르기|8:칼등치기|12:날개치기|16:그림자분신|20:더블어택|24:베어가르기|28:기충전|30:강철날개|32:고속이동|36:에어슬래시|40:시저크로스|44:칼춤
124,루주라,,Ice,Psychic,65,50,35,115,95,95,159,MediumFast,45,1:막치기|1:핥기|1:눈싸라기|1:천사의키스|1:흉내쟁이|12:염동력|16:탐내다|20:노래하기|24:거짓울음|28:냉동펀치|34:사이코키네시스|40:악마의키스|46:검은눈빛|52:멸망의노래|58:눈보라
125,에레브,,Electric,,65,83,57,95,85,105,172,MediumFast,45,1:째려보기|1:전기쇼크|1:전광석화|1:충전|12:스피드스타|16:전격파|20:전기자석파|24:싫은소리|28:번개펀치|34:방전|40:안다리걸기|46:10만볼트|52:빛의장막|58:번개|64:기가임팩트
126,마그마,,Fire,,65,95,57,100,85,93,173,MediumFast,45,1:째려보기|1:불꽃세례|1:연막|1:스모그|12:클리어스모그|16:화염자동차|20:이상한빛|24:겁나는얼굴|28:불꽃펀치|34:분연|40:안다리걸기|46:화염방사|52:쾌청|58:불대문자|64:파괴광선
127,쁘사이저,,Bug,,65,125,100,55,70,85,175,Slow,45,1:찝기|1:단단해지기|4:기충전|8:조이기|12:지구던지기|16:벌레먹음|20:업어후리기|24:더블어택|28:받아던지기|32:시저크로스|36:괴력|40:칼춤|44:지옥의바퀴|48:가위자르기|52:엄청난힘
128,켄타로스,,Normal,,75,100,95,40,70,110,172,Slow,45,1:몸통박치기|1:꼬리흔들기|5:분발|10:보복|15:승부굳히기|20:뿔찌르기|25:겁나는얼굴|30:사념의박치기|35:-|40:잠자기|45:뽐내기|50:난동부리기|55:이판사판태클|60:기가임팩트
129,잉어킹,,Water,,20,10,55,15,20,80,40,Slow,255,1:튀어오르기|15:몸통박치기|25:바둥바둥
130,갸라도스,,Water,Flying,95,125,79,60,100,81,189,Slow,45,0:물기|1:몸통박치기|1:째려보기|1:튀어오르기|1:바둥바둥|1:회오리|4:바다회오리|8:얼음엄니|12:소금물|16:겁나는얼굴|21:폭포오르기|24:깨물어부수기|28:비바라기|32:아쿠아테일|36:용의춤|40:하이드로펌프|44:폭풍|48:난동부리기|52:파괴광선
131,라프라스,,Water,Ice,130,85,80,85,95,60,187,Slow,45,1:울음소리|1:물대포|5:노래하기|10:흰안개|15:생명의물방울|20:얼음뭉치|25:이상한빛|30:물의파동|35:소금물|40:누르기|45:냉동빔|50:비바라기|55:하이드로펌프|60:멸망의노래|65:절대영도
132,메타몽,,Normal,,48,48,48,48,48,48,101,MediumFast,35,1:변신
133,이브이,,Normal,,55,55,50,45,65,55,65,MediumFast,45,1:몸통박치기|1:꼬리흔들기|1:울음소리|1:도우미|1:탐내다|5:모래뿌리기|10:전광석화|15:초롱초롱눈동자|20:스피드스타|25:물기|30:흉내쟁이|35:바톤터치|40:돌진|45:애교부리기|50:이판사판태클|55:뒀다쓰기|60:브이브이브레이크
134,샤미드,,Water,,130,65,60,110,95,65,184,MediumFast,45,0:생생버블|1:브이브이브레이크|1:몸통박치기|1:돌진|1:이판사판태클|1:꼬리흔들기|1:물기|1:울음소리|1:스피드스타|1:애교부리기|1:바톤터치|1:도우미|1:탐내다|1:흉내쟁이|5:모래뿌리기|10:물대포|15:전광석화|20:초롱초롱눈동자|25:흑안개|30:물의파동|35:오로라빔|40:아쿠아링|45:탁류|50:녹기|55:하이드로펌프|60:뒀다쓰기
135,쥬피썬더,,Electric,,65,65,60,110,95,130,184,MediumFast,45,0:찌릿찌릿일렉|1:브이브이브레이크|1:몸통박치기|1:돌진|1:이판사판태클|1:꼬리흔들기|1:물기|1:울음소리|1:스피드스타|1:애교부리기|1:바톤터치|1:도우미|1:탐내다|1:흉내쟁이|5:모래뿌리기|10:전기쇼크|15:전광석화|20:초롱초롱눈동자|25:전기자석파|30:두번치기|35:번개엄니|40:바늘미사일|45:방전|50:고속이동|55:번개|60:뒀다쓰기
136,부스터,,Fire,,65,130,60,95,110,65,184,MediumFast,45,0:이글이글번|1:브이브이브레이크|1:몸통박치기|1:돌진|1:이판사판태클|1:꼬리흔들기|1:울음소리|1:스피드스타|1:애교부리기|1:바톤터치|1:도우미|1:탐내다|1:흉내쟁이|5:모래뿌리기|10:불꽃세례|15:전광석화|20:초롱초롱눈동자|25:스모그|30:물기|35:불꽃엄니|40:회오리불꽃|45:분연|50:겁나는얼굴|55:플레어드라이브|60:뒀다쓰기
137,폴리곤,,Normal,,65,60,70,85,75,40,79,MediumFast,45,1:몸통박치기|1:텍스처|5:리사이클|10:전자부유|15:전기쇼크|20:환상빔|25:텍스처2|30:고속이동|35:HP회복|40:방전|45:트라이어택|50:매직코트|55:록온|60:전자포
138,암나이트,,Rock,Water,35,40,100,90,55,35,71,MediumFast,45,1:조이기|1:껍질에숨기|1:휘감기|5:구르기|10:모래뿌리기|15:물대포|20:째려보기|25:머드숏|30:원시의힘|35:소금물|41:방어|45:락블레스트|50:파도타기|55:껍질깨기|60:하이드로펌프
139,암스타,,Rock,Water,70,60,125,115,70,55,173,MediumFast,45,0:깨물어부수기|1:조이기|1:모래뿌리기|1:휘감기|1:가시대포|1:껍질에숨기|1:구르기|15:물대포|20:째려보기|25:머드숏|30:원시의힘|35:소금물|43:방어|49:락블레스트|56:파도타기|63:껍질깨기|70:하이드로펌프
140,투구,,Rock,Water,30,80,90,55,45,55,71,MediumFast,45,1:흡수|1:단단해지기|5:할퀴기|10:모래뿌리기|15:아쿠아제트|20:째려보기|25:머드숏|30:원시의힘|35:소금물|41:방어|45:흡혈|50:아쿠아브레이크|55:금속음|60:스톤에지
141,투구푸스,,Rock,Water,60,115,105,65,70,80,173,MediumFast,45,0:베어가르기|1:할퀴기|1:모래뿌리기|1:흡수|1:단단해지기|1:페인트|1:깜짝베기|15:아쿠아제트|20:째려보기|25:머드숏|30:원시의힘|35:소금물|43:방어|49:흡혈|56:아쿠아브레이크|63:금속음|70:스톤에지
142,프테라,,Rock,Flying,80,105,65,60,75,130,180,Slow,45,1:물기|1:원시의힘|5:초음파|10:날개치기|15:겁나는얼굴|20:스톤샤워|25:울부짖기|30:깨물어부수기|35:아이언헤드|40:돌진|45:스톤에지|50:고속이동|55:파괴광선|60:기가임팩트
143,잠만보,,Normal,,160,110,65,65,110,30,189,Slow,25,1:몸통박치기|1:싫은소리|1:냄새구별|1:웅크리기|1:손가락흔들기|1:핥기|1:바둥바둥|1:비축하기|1:꿀꺽|1:리사이클|1:블록|1:탐내다|1:내던지기|1:뒀다쓰기|12:하품|16:물기|20:잠자기|20:코골기|20:잠꼬대|24:깨물어부수기|28:누르기|32:헤비봄버|36:망각술|40:10만마력|44:암해머|48:배북|52:트림
144,프리져,,Ice,Flying,90,85,100,95,125,85,290,Slow,3,1:바람일으키기|1:흰안개|5:눈싸라기|10:리플렉터|15:얼음뭉치|20:고속이동|25:원시의힘|30:순풍|35:프리즈드라이|40:날개쉬기|45:냉동빔|50:-|55:폭풍|60:흑안개|65:눈보라|70:절대영도
145,썬더,,Electric,Flying,90,90,85,125,90,100,290,Slow,3,1:쪼기|1:전기자석파|5:전기쇼크|10:빛의장막|15:쪼아대기|20:고속이동|25:원시의힘|30:충전|35:회전부리|40:날개쉬기|45:방전|50:비바라기|55:번개|60:판별|65:자기장조작|70:전자포
146,파이어,,Fire,Flying,90,100,90,125,85,90,290,Slow,3,1:바람일으키기|1:째려보기|5:불꽃세례|10:신비의부적|15:날개치기|20:고속이동|25:원시의힘|30:불태우기|35:에어슬래시|40:날개쉬기|45:열풍|50:쾌청|55:폭풍|60:버티기|65:오버히트|70:불새
147,미뇽,,Dragon,,41,64,45,50,50,50,60,Slow,45,1:김밥말이|1:째려보기|5:회오리|10:전기자석파|15:드래곤테일|20:고속이동|25:힘껏치기|31:아쿠아테일|35:드래곤다이브|40:신비의부적|45:비바라기|50:용의춤|55:역린|60:파괴광선
148,신뇽,,Dragon,,61,84,65,70,70,70,147,Slow,45,1:김밥말이|1:째려보기|1:전기자석파|1:회오리|15:드래곤테일|20:고속이동|25:힘껏치기|33:아쿠아테일|39:드래곤다이브|46:신비의부적|53:비바라기|60:용의춤|67:역린|74:파괴광선
149,망나뇽,,Dragon,Flying,91,134,95,100,100,80,300,Slow,45,0:폭풍|1:불꽃펀치|1:번개펀치|1:날개치기|1:김밥말이|1:째려보기|1:전기자석파|1:회오리|1:신속|1:날개쉬기|15:드래곤테일|20:고속이동|25:힘껏치기|33:아쿠아테일|39:드래곤다이브|41:역린|46:신비의부적|53:비바라기|62:용의춤|80:파괴광선
150,뮤츠,,Psychic,,106,110,90,154,90,130,340,Slow,3,1:사슬묶기|1:염동력|1:스피드스타|1:생명의물방울|8:원시의힘|16:사이코커터|24:신비의부적|32:망각술|40:파동탄|48:사이코키네시스|56:파워스웹|56:가드스웹|64:흰안개|72:사이코브레이크|80:HP회복|88:미래예지
151,뮤,,Psychic,,100,100,100,100,100,100,300,MediumSlow,45,1:막치기|1:미러타입|10:망각술|20:바톤터치|30:원시의힘|40:생명의물방울|50:나쁜음모|60:손가락흔들기|70:봉인|80:변신|90:파동탄|100:사이코키네시스
152,치코리타,,Grass,,45,49,65,49,65,45,64,MediumSlow,45,1:몸통박치기|1:울음소리|5:잎날가르기|9:독가루|12:광합성|17:리플렉터|20:메지컬리프|23:씨뿌리기|28:달콤한향기|31:빛의장막|34:누르기|39:신비의부적|42:기가드레인|45:솔라빔
